Actual_Energy,Predicted_Energy
0.0,0.0
13.0,11.355876301302688
0.0,0.0
13.0,12.465194099410912
12.0,12.39071506356291
12.0,12.498014252470602
0.0,0.0
13.0,12.840589682550563
0.0,0.0
13.0,12.66071101490839
12.0,12.07156452315155
14.0,12.806821289072362
0.0,0.0
14.0,12.362806940826957
12.0,12.01878661708496
0.0,0.0
13.0,12.50432429524469
0.0,0.0
14.0,12.450955328155812
0.0,0.0
0.0,0.0
0.0,0.0
13.0,12.287220166979848
12.0,12.475
12.0,8.874700311727214
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
13.0,12.30152282270431
0.0,0.0
6.0,6.250561414539804
0.0,0.09
13.0,12.28086510054344
13.0,12.515215989399232
12.0,12.589168625914317
6.0,6.173938457226731
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
12.0,12.44977594692182
12.0,12.202123506574072
0.0,0.0
12.0,12.3739304562603
0.0,0.0
0.0,0.0
12.0,12.983126479702037
13.0,11.88286111111111
6.0,6.304321403278255
13.0,9.13
0.0,0.0
0.0,0.275
0.0,6.525
13.0,12.228316416752925
14.0,11.912450089122553
12.0,12.176535448971793
0.0,0.0
12.0,12.829817830198728
13.0,12.469721974929712
13.0,12.562981677417689
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
13.0,12.311068333940602
6.0,6.285280630241219
13.0,13.043001821297059
0.0,0.0
12.0,13.570093545787069
0.0,0.0
14.0,12.071602842479274
14.0,11.840886205648175
13.0,12.597948962188893
12.0,12.670827570213266
0.0,0.0
0.0,0.0
12.0,12.614964835875508
0.0,0.0
12.0,12.338469956240544
0.0,0.0
0.0,0.0
0.0,0.0
12.0,12.417342429564146
12.0,12.482371402492697
12.0,12.029978036997159
0.0,0.0
12.0,12.255890861050794
0.0,0.965
7.0,6.404674251753485
0.0,0.0
0.0,0.0
13.0,12.651983646471152
0.0,0.0
0.0,2.375
0.0,0.0
14.0,12.424347276871954
0.0,0.0
12.0,12.081959583255118
12.0,12.027459960344624
14.0,12.888015284307928
12.0,13.15066564722023
13.0,3.935
12.0,12.3595214478801
13.0,12.530471565934068
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.03
0.0,0.0
0.0,0.0
0.0,0.0
12.0,12.42184542385478
0.0,0.0
0.0,0.0
0.0,0.0
12.0,12.575680531067654
13.0,11.445294117647059
0.0,1.4475
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
12.0,12.467059653029535
10.0,13.461550066409158
14.0,12.621165138757144
12.0,12.275526996669141
13.0,12.184219253321258
12.0,12.323155211068725
12.0,12.37011016761017
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
11.0,12.352723737253957
13.0,12.550410020159447
7.0,6.3473238825748854
0.0,0.0
12.0,12.912150017809644
0.0,0.0
13.0,13.03614991199079
9.0,9.827482796255843
0.0,0.0
0.0,0.0
12.0,11.073397869535428
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
12.0,11.99532258064516
7.0,6.252022400752723
0.0,0.0
13.0,12.450043011861686
13.0,12.102017679029903
0.0,0.0
14.0,12.108660830271397
13.0,12.514609016956202
0.0,0.0
0.0,0.0
13.0,11.699672858803295
0.0,0.0
7.0,6.396008105656606
12.0,12.370104636486053
0.0,0.0
0.0,0.0
11.0,11.754615873429264
13.0,12.9343805309856
0.0,0.065
0.0,0.0
0.0,0.0
12.0,12.248880473025393
7.0,6.077357589809188
12.0,11.97369411764706
0.0,0.0
0.0,0.0
7.0,6.9184781548345935
0.0,0.0
0.0,0.0
0.0,0.0
13.0,12.694321342112923
0.0,0.0
12.0,12.358115583833646
6.0,6.213630631266061
13.0,12.13092089854063
0.0,0.0
12.0,12.487611162504153
0.0,0.0
13.0,12.343200702678963
13.0,12.524627583557328
0.0,0.51
12.0,10.81513605637054
0.0,0.0
12.0,12.495
12.0,12.873468263642858
13.0,10.081621315192743
0.0,0.005
14.0,11.541896551724138
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
6.0,6.36477323754897
12.0,5.92
14.0,12.501240121076819
0.0,0.0
0.0,0.0
0.0,0.0
12.0,12.358846559092129
0.0,0.0
13.0,12.58235334174142
0.0,0.0
7.0,6.295056537045742
12.0,12.46815221240696
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
12.0,12.372198923337157
13.0,12.042318224287257
13.0,12.751572888789772
13.0,9.054666666666668
0.0,0.0
12.0,12.328539013219697
14.0,12.38405590334385
0.0,0.0
0.0,0.0
14.0,12.94912153312789
13.0,12.531271000260913
12.0,12.46192794422605
13.0,13.062459680502561
13.0,12.452413856738264
0.0,0.0
13.0,12.736768877713855
0.0,1.185
13.0,12.897087469474238
0.0,0.0
0.0,0.0
12.0,10.56257142857143
13.0,12.611572657519682
0.0,0.06
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
7.0,6.553797670408849
0.0,0.125
0.0,0.0
0.0,0.0
12.0,9.965
0.0,0.0
0.0,0.0
12.0,12.451506037808443
13.0,12.43739854395278
0.0,0.0
14.0,12.93038408453557
6.0,1.235
0.0,0.0
14.0,12.777523153135508
0.0,0.0
12.0,12.252111893304257
0.0,0.0
0.0,0.0
0.0,0.0
12.0,11.964135911096557
13.0,12.514690221878702
0.0,0.0
12.0,12.512259577094678
6.0,6.3753361716434815
0.0,0.0
0.0,0.0
12.0,12.274975613767644
0.0,0.0
12.0,12.30957814360816
13.0,12.680633390690138
0.0,0.0
0.0,0.0
14.0,12.063064880385625
0.0,0.0
13.0,12.161849879661517
12.0,12.21855111135032
6.0,6.786433195462882
0.0,0.0
14.0,12.471112631850447
0.0,0.0
0.0,0.0
12.0,12.54952900588348
13.0,12.237790004663454
13.0,12.3156223616887
0.0,0.0
0.0,0.0
13.0,12.68516784091819
0.0,0.0
0.0,0.0
6.0,6.126766232468118
0.0,0.0
13.0,12.895811989907582
8.0,11.953276236447387
12.0,12.374681286923519
0.0,0.0
13.0,13.178791808081817
13.0,12.621764474086431
0.0,0.0
13.0,12.855831744198357
13.0,12.65099066165924
0.0,0.0
0.0,0.0
12.0,11.861565964604358
13.0,12.546281544200438
0.0,2.249706869551595
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
12.0,10.95
0.0,0.0
0.0,0.0
13.0,12.61
0.0,0.0
12.0,12.309414448239197
12.0,12.407410985694087
0.0,0.0
12.0,12.353595838876242
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
13.0,12.651412507956382
13.0,12.191139415204816
14.0,11.500277777777779
0.0,0.0
13.0,11.885275095712757
0.0,0.0
0.0,0.0
13.0,12.467132713129486
0.0,0.0
14.0,12.937978556842175
13.0,12.373873862526947
7.0,5.878790639518362
0.0,0.0
0.0,0.575
13.0,12.775251907853852
13.0,12.29440733190828
13.0,10.944387352559781
0.0,0.0
14.0,12.388464410589409
0.0,0.0
0.0,0.0
13.0,12.705454577156129
13.0,12.47
12.0,12.449441804925243
13.0,12.29694590021259
6.0,6.672171222543242
14.0,12.358161630583734
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
12.0,12.24772889012613
0.0,0.0
0.0,0.0
0.0,0.0
12.0,12.809322028023052
12.0,12.379432132364318
6.0,9.1625
13.0,12.90904611215668
0.0,0.0
12.0,12.337543072558226
12.0,12.320030934203379
12.0,12.27315507844689
13.0,12.393825808152556
13.0,12.353421675906539
13.0,12.324319703158837
12.0,12.570271316535688
13.0,11.867091609583204
13.0,13.070534882399004
12.0,12.519397287081047
3.0,6.111578137637343
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
12.0,12.532262297976532
0.0,0.0
0.0,0.0
0.0,0.0
13.0,12.540375935853831
0.0,0.0
12.0,12.621283051742768
0.0,0.0
0.0,0.0
12.0,12.461103922173157
13.0,11.47
12.0,12.41979356109405
0.0,0.0
12.0,12.566973567841599
0.0,0.0
0.0,0.0
13.0,12.373214683938091
12.0,12.34688739346865
12.0,12.306677634491335
0.0,0.0
0.0,0.0
0.0,0.0
14.0,12.459161685145478
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
13.0,12.150091986338703
12.0,12.45030611489879
0.0,0.0
13.0,12.297536200781076
0.0,0.0
0.0,0.0
0.0,0.0
12.0,13.267096458397619
0.0,0.0
12.0,13.102225765874296
0.0,0.0
12.0,12.216018124472882
12.0,12.560565805315505
0.0,0.0
0.0,0.0
13.0,12.214107217737695
0.0,0.0
6.0,6.248186859247849
12.0,12.514813223064946
6.0,6.264447897508188
13.0,12.575291007131895
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
12.0,12.996944580871386
0.0,0.0
0.0,2.41
7.0,6.1656664739976055
0.0,0.0
0.0,0.215
0.0,0.0
6.0,6.362269629065362
13.0,12.266942677820195
13.0,12.542285540685288
0.0,0.0
0.0,0.0
12.0,12.508721683630775
0.0,0.0
12.0,12.547654299454399
0.0,0.0
0.0,0.0
12.0,12.344632280677965
12.0,12.01878661708496
0.0,0.0
14.0,12.482698472586817
0.0,0.0
0.0,0.0
12.0,12.517642427713902
13.0,11.615684399889112
13.0,12.606052102171555
12.0,12.849116998388226
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
12.0,12.543619920012855
12.0,11.605746388831294
12.0,12.288342103019044
0.0,0.0
13.0,12.825947978849552
14.0,12.256559073932602
12.0,12.40350698035682
13.0,12.295215732629924
13.0,12.436559630154273
12.0,12.341511037912214
13.0,12.597613806870811
0.0,0.0
13.0,12.899496270252335
13.0,10.44370138715609
13.0,12.49116680753733
12.0,12.283842074707632
0.0,0.0
13.0,12.538505214916022
0.0,0.0
12.0,4.258211382113821
13.0,12.742043143042242
0.0,0.0
0.0,0.04
0.0,0.0
12.0,12.750553182696997
13.0,12.377827831135058
0.0,0.0
12.0,12.653662156644565
0.0,0.0
7.0,6.973730730358904
0.0,0.0
14.0,12.635459427067248
0.0,0.0
6.0,6.649059750279191
0.0,0.0
12.0,12.407137450612247
0.0,0.0
0.0,0.0
0.0,0.0
14.0,12.479427331915431
0.0,0.0
0.0,0.0
13.0,12.523896777825833
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
12.0,12.115568342392105
0.0,0.0
0.0,0.0
0.0,0.0
12.0,12.516716996810349
0.0,0.0
12.0,12.261052640517578
13.0,12.516723965571511
0.0,0.0
0.0,0.0
0.0,0.0
7.0,6.089504556002005
0.0,0.0
2.0,0.34
0.0,0.0
1.0,0.03
0.0,0.0
13.0,12.253370125299362
12.0,12.665095541510418
13.0,12.955483926521906
12.0,11.538495982071545
0.0,2.18
10.0,12.428764782679222
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,2.215
0.0,0.0
13.0,12.306478918373422
0.0,0.0
0.0,0.0
14.0,12.905210876803551
0.0,0.0
12.0,12.508918055742882
13.0,12.533150842213342
1.0,1.14
0.0,0.0
12.0,12.173765423517569
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
13.0,12.51683063360743
13.0,12.228613320672357
0.0,0.0
0.0,0.0
6.0,6.4380997619593465
0.0,0.0
0.0,0.0
12.0,12.47268571527302
0.0,0.0
6.0,6.215791326993234
0.0,0.0
0.0,0.0
0.0,0.0
12.0,11.641049671389624
12.0,9.47
10.0,12.888807965735825
12.0,12.262951373094367
12.0,12.30769523813174
14.0,12.27916956157304
11.0,11.662904501353639
13.0,11.175
13.0,12.223256918152195
0.0,0.0
13.0,11.026507259353153
13.0,12.90465044119131
0.0,0.0
12.0,12.191998445026341
0.0,0.0
0.0,0.0
6.0,6.243363487077432
13.0,12.89094826938894
6.0,6.960321521174085
0.0,0.0
11.0,12.288582594459653
0.0,0.0
0.0,0.0
13.0,12.260089273416984
12.0,12.019337763139365
0.0,0.0
0.0,0.0
0.0,0.0
0.0,1.875
1.0,0.86
0.0,0.0
7.0,6.215355259464889
0.0,0.0
13.0,12.555786476066594
0.0,0.0
0.0,0.0
9.0,12.206688586614757
0.0,0.0
0.0,0.0
0.0,0.0
13.0,12.34060795560793
0.0,0.0
12.0,12.314865484066042
0.0,0.0
0.0,0.0
0.0,0.0
12.0,12.473809374122773
0.0,0.0
0.0,0.0
12.0,12.517433039129592
0.0,0.0
0.0,0.0
13.0,12.7638586461478
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
13.0,12.617617421382816
0.0,1.666895833333333
0.0,0.0
13.0,11.024204545454545
0.0,0.0
0.0,0.0
12.0,12.493103390860686
12.0,12.64988960908497
0.0,0.0
0.0,0.0
1.0,8.419543325501571
0.0,0.0
0.0,0.0
0.0,0.0
13.0,12.523909752889091
13.0,12.216263784672092
12.0,12.123460129007453
12.0,12.457557210763094
0.0,0.0
0.0,0.0
12.0,12.529240480550765
12.0,12.35154679453843
0.0,0.0
12.0,12.54360282272383
12.0,12.336026191831785
0.0,0.0
14.0,11.590963516768152
12.0,12.503829848870707
13.0,12.290546459248398
0.0,0.0
14.0,12.429284682275094
12.0,12.267953713901234
0.0,0.0
0.0,0.0
14.0,12.240364281108961
0.0,0.0
0.0,0.0
0.0,0.0
12.0,12.414017443751984
12.0,12.665754069348054
6.0,6.598777742116409
12.0,12.341509235706747
12.0,12.47926420891038
12.0,12.471327585878509
0.0,0.0
0.0,0.0
13.0,12.771834224381347
0.0,0.0
0.0,0.0
13.0,13.028722343849246
13.0,12.397769272243714
0.0,0.0
0.0,0.0
14.0,12.540750121854565
14.0,12.292863444882014
13.0,12.569281851592507
12.0,12.39003527406577
6.0,6.147280016919596
0.0,0.0
0.0,0.0
13.0,12.35537805981679
0.0,0.0
7.0,6.366489065311848
14.0,12.65829447770408
13.0,12.616174193950746
12.0,12.337935265342223
0.0,0.0
1.0,0.535
13.0,12.383362121257589
0.0,0.0
0.0,0.0
12.0,12.250236029635603
6.0,6.544229817239695
13.0,12.356637926263375
13.0,13.073929873577606
13.0,12.459733478826202
0.0,1.325
12.0,12.648238818322149
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
13.0,13.164427073176688
12.0,12.324307208817318
0.0,0.0
7.0,6.237302631578948
12.0,12.336824074599669
0.0,0.0
6.0,6.183206540234487
7.0,6.19299047467426
12.0,12.548210793830656
12.0,12.451694882452063
0.0,0.0
0.0,0.0
13.0,12.142337258871125
14.0,12.440712754338833
0.0,0.0
0.0,0.0
0.0,0.0
12.0,12.015131060246299
12.0,12.739346499512203
13.0,13.052407170907045
0.0,0.0
0.0,0.0
12.0,12.306722600151593
0.0,0.0
13.0,12.252457265230712
0.0,0.0
0.0,0.0
0.0,0.0
12.0,12.477085423359943
0.0,0.0
12.0,12.162466630186048
12.0,12.080358081315595
0.0,0.0
14.0,12.725853477592931
12.0,12.197818865320318
12.0,12.247832693028004
0.0,0.0
13.0,13.028453480616967
13.0,12.658609938547762
0.0,0.0
0.0,0.0
0.0,0.0
12.0,12.341500364216976
12.0,12.461913913642192
12.0,12.75
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
8.0,12.052932748444528
12.0,12.356257959523226
10.0,12.163813502688061
0.0,7.305
0.0,0.0
12.0,12.315269943693492
13.0,13.01669825174868
0.0,0.0
0.0,0.0
13.0,11.79
13.0,12.310156653574758
13.0,12.39929398727104
0.0,0.0
0.0,0.0
1.0,0.045
12.0,12.352361739171911
7.0,12.205192801790922
0.0,0.0
0.0,0.0
0.0,0.0
12.0,12.275795335985855
12.0,12.494066585642784
0.0,0.0
14.0,12.246987080361764
13.0,12.89458874130773
0.0,0.0
13.0,12.785526361712476
13.0,12.208871989121988
0.0,0.0
0.0,0.0
12.0,12.276135429661174
13.0,12.456090781210282
13.0,12.571037647432654
0.0,0.035
0.0,0.0
13.0,12.580459909286592
0.0,0.105
0.0,0.0
12.0,12.321364492101296
12.0,12.496142041022445
0.0,0.0
13.0,9.875744061852384
0.0,0.0
12.0,12.40056579036148
12.0,12.446892857142856
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
12.0,12.321287848293805
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.57
13.0,11.845477883147451
0.0,0.0
13.0,12.422717655085739
14.0,12.4008329667465
0.0,0.065
13.0,12.299542880218233
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
12.0,12.265738151663957
0.0,0.0
12.0,12.13201540610189
0.0,0.0
0.0,0.0
0.0,0.0
12.0,12.623647087948422
12.0,12.279339585685365
13.0,13.027565205627706
0.0,0.0
13.0,12.905595720718289
0.0,0.0
14.0,12.326877366936845
12.0,12.58546399540591
13.0,12.550737340186753
0.0,0.0
0.0,0.0
12.0,12.48470259209331
0.0,1.22
0.0,0.0
12.0,11.671583333333333
10.0,12.39615873639634
0.0,0.665
14.0,12.90646966195056
0.0,0.06
0.0,0.0
13.0,12.513074004637836
0.0,0.0
0.0,0.0
10.0,11.27712976192183
0.0,0.0
0.0,0.0
12.0,12.006767760559832
13.0,12.16
13.0,12.414575869363803
0.0,0.0
13.0,12.245942015327241
12.0,12.18611197027832
0.0,0.0
12.0,12.31907392719463
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.601
12.0,12.467935523256699
13.0,13.048895649194883
12.0,12.287334581974838
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
13.0,12.6631806953736
13.0,12.534238922277002
13.0,12.890741774956465
13.0,12.184877407209228
0.0,0.0
0.0,0.0
0.0,0.0
13.0,12.892489547316108
12.0,12.61145983629516
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
13.0,12.572923152345272
12.0,12.616923360953733
0.0,0.0
12.0,12.639203811031669
0.0,0.0
0.0,0.41
0.0,0.0
0.0,0.0
0.0,0.0
9.0,12.187483491187502
6.0,9.743517051422463
10.0,11.744809161716937
12.0,12.496141900780017
0.0,0.01
13.0,12.46946730022658
0.0,0.0
0.0,0.0
13.0,12.583661268245365
0.0,0.0
6.0,6.881113001973039
0.0,0.0
13.0,12.332042155376426
0.0,0.0
0.0,0.0
0.0,0.0
12.0,12.80255228674595
13.0,12.974963890589752
12.0,12.386510608020178
0.0,0.0
0.0,0.0
13.0,12.113127790587988
0.0,0.0
0.0,0.0
0.0,0.0
6.0,6.388140468289931
0.0,0.0
0.0,0.0
12.0,12.736150299781018
12.0,12.238571453258485
12.0,12.89
0.0,0.0
13.0,12.653566040525503
0.0,0.0
0.0,0.0
12.0,12.37588435776152
12.0,12.187205374251343
14.0,12.75838707182005
0.0,0.0
13.0,12.361349547601186
14.0,12.369346195039064
0.0,0.0
0.0,0.0
0.0,0.0
12.0,12.110209729925245
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
6.0,6.147476167723617
0.0,0.0
0.0,0.0
13.0,12.40290496539081
0.0,0.0
13.0,12.47613597785671
13.0,12.25618003866575
0.0,0.0
6.0,6.48473706790605
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
14.0,12.316068480767978
12.0,12.247985117501983
0.0,4.505
0.0,0.0
0.0,0.0
12.0,12.41923127181558
0.0,0.0
0.0,0.0
0.0,0.0
13.0,12.685309691915077
0.0,0.0
13.0,12.252302249482874
0.0,0.0
12.0,12.481014722868458
13.0,12.708081831762732
0.0,0.0
12.0,12.305244884983363
2.0,11.708254525468396
6.0,6.309002094841676
0.0,0.0
13.0,12.234582582116772
0.0,0.0
13.0,12.25571481286682
0.0,0.0
13.0,12.181374364385617
0.0,0.0
0.0,0.0
13.0,12.007624596397731
12.0,12.453897577423815
13.0,12.30185301564567
13.0,12.83116365613247
0.0,0.0
0.0,0.0
12.0,12.086453519562333
0.0,0.0
13.0,12.677340238872814
13.0,12.402070858865697
12.0,12.102168764779524
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
12.0,12.37997235122579
0.0,0.0
0.0,0.0
0.0,0.0
14.0,12.399990495240779
0.0,0.06
0.0,0.0
12.0,12.362437054136185
6.0,9.665166666666668
13.0,12.251731924319625
0.0,0.0
0.0,0.0
12.0,12.40960382923414
12.0,12.406436426632718
0.0,0.0
0.0,0.0
12.0,12.249238913936521
14.0,12.441718784355217
12.0,12.503596693813488
12.0,12.257888148607961
0.0,0.0
0.0,0.0
0.0,0.0
7.0,6.153680533365562
12.0,12.320854022572517
0.0,0.0
0.0,0.0
9.0,12.18667008615168
0.0,0.0
12.0,12.771417882957646
0.0,0.0
0.0,0.0
12.0,12.224648737024836
0.0,0.0
12.0,12.279552381011545
13.0,12.936523307289203
